hrs,krate,name
7,0.220159151,Jaeden Calderon
7,0.282051282,Fabian Lopez
7,0.263707572,Luis Puello
7,0.221324717,Carlos Caro
7,0.26223092,Guillermo Rosario
7,0.126033058,Gerardo Rodriguez
7,0.262321145,Junior Garcia
7,0.169590643,Yosweld Vasquez
7,0.175925926,Aldo Gaxiola
7,0.195906433,Justin Capellan
7,0.156462585,Santiago Camacho
7,0.187116564,Albert Jimenez
7,0.144021739,Eduardo Ponce
7,0.245283019,Joswa Lugo
7,0.174107143,Erick De La Cruz
7,0.226495726,Roybert Herrera
7,0.209439528,Jesus Pinto
7,0.167032967,Handelfry Encarnacion
7,0.236923077,Yunior Quezada
7,0.112244898,Dauri Fernandez
7,0.332599119,Stiven Martinez
7,0.211864407,Edward Guribe
7,0.18134715,Liberts Aponte
7,0.143939394,Francisco Perez
7,0.202185792,Anderson Araujo
7,0.297777778,Yorger Bautista
7,0.220512821,Oliver Guerrero
7,0.124260355,Gabriel Davalillo
7,0.264367816,Andrew Darnell
7,0.217898833,Joe White
7,0.219308701,Maxwell Sapp
7,0.195672625,Johnni Turbo
7,0.197761194,Andy Bouchie
7,0.275184275,Burt Reynolds
7,0.16112532,Victor Barrios
7,0.248826291,Kyle Miller
7,0.270072993,Hilton Richardson
7,0.388888889,Lyndon Estill
7,0.310395315,Taylor Grote
7,0.116504854,Samuel Sime
7,0.2,Michael Wing
7,0.161971831,Ciro Rosero
7,0.190423163,Mitchell Dening
7,0.20412844,Antonio Jimenez
7,0.237547893,Kelvin Castro
7,0.194719472,Alfredo Mateo
7,0.272365805,Rainel Rosario
7,0.198731501,Javier Rodriguez
7,0.224815725,Niko Vasquez
7,0.130434783,Matt Cerda
7,0.256756757,Nicholas Romero
7,0.183520599,Ryan Westmoreland
7,0.271571299,Markus Brisker
7,0.216981132,Malcom Culver
7,0.231896552,Edwin Gomez
7,0.21470245,Ted Obregon
7,0.194711538,Edinho Meyer
7,0.139013453,Kyle Bellows
7,0.323595506,Ruben Sierra
7,0.176691729,David Narodowski
7,0.189338235,Edul Escobar
7,0.232336957,Justin Trapp
7,0.204389575,Angel Ferreiras
7,0.158928571,Ernesto Genoves
7,0.069212411,Jairo Marquez
7,0.118598383,Wilfredo Gimenez
7,0.167235495,Ricardo Martinez
7,0.288537549,Alexander Romero
7,0.184782609,Rigoberto Rangel
7,0.09202454,Marco Davalillo
7,0.240458015,Darwin Maldonado
7,0.265339967,Alexander Moreno
7,0.206460674,Anderson De La Rosa
7,0.13748191,Ariel Soriano
7,0.13622291,Axel Wel
7,0.200716846,Javier Gutierrez
7,0.233695652,Jhimmy Lopez
7,0.210670315,Robert De La Cruz
7,0.177105832,Samuel Ortiz
7,0.307155323,Kelvin Ortiz
7,0.194326241,Damian Taveras
7,0.237777778,Henry Gonzalez
7,0.163723917,Jairo Gomez
7,0.123543124,Leo Heras
7,0.1225605,Noah Perio
7,0.194954128,Jonathan Jones
7,0.197324415,Argenis Aldazoro
7,0.21299639,Jose Paez
7,0.101167315,Robelys Reyes
7,0.198717949,Victor Castro
7,0.181818182,Cristhofer Martinez
7,0.163617886,Chris Hawkins
7,0.270967742,Reggie Golden
7,0.258064516,Chad Lewis
7,0.330623306,Kendrick Perkins
7,0.256410256,Deshun Dixon
7,0.225961538,Travis Flores
7,0.208026208,Jose Vinicio
7,0.207612457,Fu-Lin Kuo
7,0.220306513,Michael Bolaski
7,0.223849372,Brandon Dailey
7,0.148387097,Ismael Aguero
7,0.1799591,Amauris Capellan
7,0.205287714,Gabriel Cenas
7,0.396610169,Enderson Mercedes
7,0.251082251,Carlos Cartagena
7,0.186602871,Dionicio Rosario
7,0.141304348,Alberto Triunfel
7,0.274888559,Smerling Lantigua
7,0.168119552,Christopher Tamarez
7,0.179487179,John Alexander
7,0.283667622,Aneury Tavarez
7,0.273195876,Reggie Lawson
7,0.334437086,Nick Moore
7,0.283837057,Shawn Duinkerk
7,0.273311897,Danilo Sojo
7,0.244565217,Jonas Lantigua
7,0.250314465,Raymel Flores
7,0.203020134,Jose Maria
7,0.281848929,Austin Schotts
7,0.151755379,Angel Ortega
7,0.272727273,Terrell Joyce
7,0.257847534,Cody Gunter
7,0.163636364,Jose Queliz
7,0.289276808,Freddy Zorrilla
7,0.182879377,Ariel Serrano
7,0.165364583,Ismael Pena
7,0.27077748,Miguel Munoz
7,0.161,Rauel Acosta
7,0.149553571,Omar Carrizales
7,0.307116105,Luis Chaves
7,0.235095613,Tucker Neuhaus
7,0.255494505,Dalton Carter
7,0.257467994,Jose Sandoval
7,0.248097412,Dayon Olmo
7,0.24106113,Frankeny Fernandez
7,0.242562929,Yohan Matos
7,0.161290323,Davinson Pimentel
7,0.294117647,Jose Tonton
7,0.141372141,Dario Unda
7,0.160583942,Jose Vicente
7,0.187763713,Jose Miguel Medina
7,0.189484127,D.J. Burt
7,0.41588785,Mitch Trees
7,0.25,Todd Isaacs
7,0.219457014,Freddy Rodriguez
7,0.16011236,Reiny Beltre
7,0.225526642,Hansel Moreno
7,0.291242363,Erick Mendez
7,0.212237094,Mailon Arroyo
7,0.302325581,Johnny Sims
7,0.17679558,Miguel Flames
7,0.199017199,Ramfis Berroa
7,0.180722892,Nelson B Alvarez
7,0.308411215,Chad Smith
7,0.292753623,Greg Pickett
7,0.092105263,Jonathan Morales
7,0.353518822,Cristian Olivo
7,0.256124722,Angeddy Almanzar
7,0.179700499,Franklin Labour
7,0.169628433,Jonathan Guzman
7,0.259206799,Rafael Rincones
7,0.245614035,Leonel Valera
7,0.213605442,Jean Montero
7,0.159695817,Dennicher Carrasco
7,0.244233379,Yunior Martinez
7,0.203781513,Ryan Gold
7,0.192513369,Yasel Antuna
6,0.267111853,Slade Heathcott
6,0.248655914,Mike Ohlman
6,0.179125529,Willson Contreras
6,0.082236842,Joe Panik
6,0.232854864,Niko Goodrum
6,0.109045849,Ildemaro Vargas
6,0.205930807,Roman Quinn
6,0.207885305,Patrick Wisdom
6,0.169984686,Mallex Smith
6,0.176382661,Victor Caratini
6,0.110067114,Yonathan Daza
6,0.183035714,Luis Torrens
6,0.152263374,Ivan Castillo
6,0.1,Pablo Reyes
6,0.161587119,Sergio Alcantara
6,0.16988417,Jordan Luplow
6,0.06360424,Yohel Pozo
6,0.204545455,Bryan De La Cruz
6,0.308977035,Trey Cabbage
6,0.138536585,Wenceel Perez
6,0.216634429,Jose Barrero
6,0.156387665,Cody Freeman
6,0.210084034,Tyler Callihan
6,0.193761815,Charlie Culberson
6,0.19112628,Leyson Septimo
6,0.304878049,Melky Mesa
6,0.098273572,Yangervis Solarte
6,0.232824427,Jorge De Leon
6,0.137318255,Corban Joseph
6,0.115736041,Didi Gregorius
6,0.225663717,Ryan Adams
6,0.282157676,Xavier Scruggs
6,0.148373984,Ehire Adrianza
6,0.284294235,Paulo Orlando
6,0.17218543,Lorenzo Cain
6,0.101265823,Ryan Wheeler
6,0.219047619,Ivan Johnson
6,0.166666667,Leonardo Reyes
6,0.23125,Luis Soto
6,0.26443203,Tim Battle
6,0.204747774,Stephen Chapman
6,0.164021164,John Alonso
6,0.172727273,Gregory Yersich
6,0.2375,Carlos Morales
6,0.364431487,Julio Rivera
6,0.151851852,Sharlon Schoop
6,0.227979275,J.W. Wilson
6,0.256666667,Allan de San Miguel
6,0.32962963,Hank Sanchez
6,0.302982732,Dylan Johnston
6,0.209912536,Braulio Garcia
6,0.159836066,Francis Rojas
6,0.25862069,Nelson Bonilla
6,0.147058824,Erick Medina
6,0.309859155,Carlos Moya
6,0.291208791,Wilman Thermidor
6,0.198003328,Yancarlo Franco
6,0.216049383,Cesar Del Rio
6,0.34741784,Ramon Abad
6,0.258764608,Ameilis Carvajal
6,0.196319018,Carlos Pena
6,0.241042345,Mervin Gonzalez
6,0.229551451,Alberto Acosta
6,0.21021611,Carlos Leal
6,0.157894737,Franklin Lopez
6,0.221024259,Yaquensi8 Romero
6,0.299802761,Ariesky Lapaix
6,0.255319149,Luis Brito
6,0.263761468,Joseph Cabreja
6,0.384,Dani Duncan
6,0.179012346,Luis Guzman
6,0.169284468,Andres Perez
6,0.163237311,Carlos Torres
6,0.257606491,Jean Selmo
6,0.116071429,Rafael Brito
6,0.34845735,Carlos Batista
6,0.265432099,Isaias Silverio
6,0.106776181,Wilfred Astudillo
6,0.066104079,Michael Chirinos
6,0.176217765,Luis Mieses
6,0.418259023,Jhon Sandoval
6,0.196629213,Abiezel Ramirez
6,0.316358025,Luis Montano
6,0.268948655,Anthony Coronado
6,0.184339315,Yolki Pena
6,0.223039216,Christopher Rodriguez
6,0.100478469,Matthew Mercedes
6,0.186774942,Jose Alvarez
6,0.337579618,Christian Andrade
6,0.230352304,Jose Guardo
6,0.228787879,Edidson Rojas
6,0.154446178,Abrahan Gutierrez
6,0.284900285,Joseph Reyes
6,0.136792453,Olivier Basabe
6,0.417670683,Isaiah Henry
6,0.216763006,Imanol Vargas
6,0.221518987,Adam Hall
6,0.173361522,Gilberto Jimenez
6,0.139037433,Jose Rivas
6,0.24609375,Jhoan Paulino
6,0.193855932,Jesus Hernandez
6,0.262032086,Stir Candelario
6,0.131707317,Darlin Moquete
6,0.187150838,Stanley Consuegra
6,0.218592965,Andry Arias
6,0.289855072,Jorge Hurtado
6,0.370503597,Carlos Morfa
6,0.203296703,Olivber Moreno
6,0.141176471,Francis Grullon
6,0.228690229,Brandon Linares
6,0.269662921,Pablo Aliendo
6,0.282527881,Ivan Murzi
6,0.253731343,Jan Cabrera
6,0.351612903,Christhian Espinal
6,0.274285714,Jarryd Dale
6,0.36344086,P.J. Hilson
6,0.284671533,Hunter Oliver
6,0.206896552,Rixon Wingrove
6,0.288389513,Kevin Melendez
6,0.325227964,Nick Schnell
6,0.353982301,Arbert Cipion
6,0.236338798,Connor Scott
6,0.270642202,Gunn Omosako
6,0.131578947,Juan Mora
6,0.299492386,Nick Decker
6,0.183561644,Victor Diaz
6,0.25607064,Axel James
6,0.22899729,Mishael Deson
6,0.266832918,Rothaikeg Seijas
6,0.370165746,Reginald Dowston
6,0.142989786,Euribiel Angeles
6,0.346062053,Cristopher Cruz
6,0.274599542,Carlos Cuevas
6,0.297577855,Jeremy Celedonio
6,0.295238095,Felix Stevens
6,0.244897959,Freddy Guilamo
6,0.248554913,Alexander Pena
6,0.355685131,Josttin Diaz
6,0.151841869,Jose Marcano
6,0.251012146,Christian Cairo
6,0.155816435,Darryl Collins
6,0.256637168,Carlos Roa
6,0.325925926,Marcos De La Rosa
6,0.37244898,Bayron Lora
6,0.349570201,Sheng-Ping Chen
6,0.231481481,Juan Santander
6,0.353658537,Deivid Alcantara
6,0.346456693,Richi Gonzalez
6,0.237668161,Ricardo Olivar
6,0.238095238,Jheremy Vargas
6,0.270758123,Rolphy Cruz
6,0.430025445,Abelaldo Lopez
6,0.202325581,Alexander Perez
6,0.299331104,Raul Guzman
6,0.181619256,Newremberg Rondon
6,0.265346535,Enger Castellano
6,0.187609075,Kevin Villavicencio
6,0.255102041,Nomar Fana
6,0.240654206,Arxy Hernandez
6,0.24291498,Jhonny Piron
6,0.355889724,Romtres Cabrera
6,0.221324717,Ronald Pena
6,0.236742424,Luis Ariza
6,0.229617304,Alexander Benua
6,0.192934783,Adrian Perez
6,0.199233716,Moises Valero
6,0.2997543,Bryant Mendez
6,0.29555757,Ahbram Liendo
6,0.322695035,Kevin Santos
6,0.414035088,Alejandro Loaiza
6,0.315656566,Gregory Duran
6,0.431734317,John Zorrilla
6,0.306532663,Angel Arevalo
6,0.327935223,Wencer Inirio
6,0.201171875,Geuri Lubo
6,0.198142415,Juan Benjamin
6,0.195348837,Oscar Aude
6,0.195688226,Nelson Rada
6,0.342898135,Martin Gonzalez
6,0.207142857,Jose Liriano
6,0.350364964,Samuel Capellan
6,0.210134128,Raylin Ramos
6,0.220883534,Carlos Tirado
6,0.213707165,Luis Sanchez
6,0.246334311,Ricardo Pena
6,0.249266862,Luis Frias
6,0.166666667,Raimel Medina
6,0.195852535,Antony Peguero
6,0.17876588,Marco Vargas
6,0.185430464,Nikau Pouaka-Grego
6,0.244215938,Neifi Vasquez
6,0.172024327,Samuel Gil
6,0.254847645,Ryan Castillo
6,0.176352705,Roiner Quintana
6,0.221465077,Dennys Riera
6,0.244725738,Logan Wagner
6,0.129834254,Hector Osorio
6,0.338827839,Chandler Pollard
6,0.218137255,Brando Mayea
6,0.214285714,Pedro Catuy
6,0.134854772,Luis Escudero
6,0.366391185,Camilo Diaz
6,0.201646091,Maikol Orozco
6,0.12106136,Rafhlmil Torres
6,0.157728707,Carlos Virahonda
6,0.196850394,Luis De Leon
6,0.204620462,Yoiber Ocopio
6,0.162217659,Branny De Oleo
6,0.190556492,Anyelo Marquez
6,0.218867925,Alfonzo Martinez
6,0.212025316,Juan Ortega
6,0.218106996,Pedro Ibarguen
6,0.268518519,Santiago Pinto
6,0.219206681,Michael Guzman
6,0.163414634,Kevin Verde
6,0.174447174,Jesus Alexander
6,0.207746479,Francisco Caldera
6,0.28,Quinn McDaniel
6,0.192481203,Dillon Head
6,0.216666667,Wilson Rodriguez
6,0.252688172,Raymond Mola
6,0.251141553,Drew Davies
6,0.24137931,Nico Perez
6,0.194444444,Franco Willias
6,0.26984127,Justin Barry
6,0.155932203,Jirvin Morillo
6,0.201735358,Enddy Azocar
6,0.197674419,Queni Pineda
6,0.234113712,Francisco Loreto
6,0.190661479,Alejandro Blasco
6,0.291878173,Evan Estevez
6,0.278873239,Jurdrick Profar
6,0.190082645,Oliver Tejada
6,0.237676056,Jorge Quintana
6,0.151515152,Juan Ortuno
6,0.222560976,Robin Ortiz
6,0.249422633,Jemone Nuel
6,0.184126984,Isaac Ponce
6,0.201465201,Almen Tolentino
6,0.236666667,Michael Martinez
6,0.257575758,Allen Ajoti
6,0.275488069,Nathan Flewelling
6,0.138728324,Devin Fitz-Gerald
6,0.245125348,Luke Dickerson
6,0.168141593,Elorky Rodriguez
6,0.380681818,Anthony Abreu
6,0.261904762,Sterling Bazil
6,0.248366013,Isais Chavez
6,0.163461538,Anderson Areinamo
6,0.368794326,Francis Sosa
6,0.159090909,Darwin Almanzar
6,0.3,Steven Herrera
6,0.274362819,Stephen Englund
6,0.20746888,Kent Gerst
6,0.183628319,Hayden Parrott
6,0.301801802,Stephen Shults
6,0.261658031,Richard Pena
6,0.170068027,Alwin Perez
6,0.189964158,Beau Mills
6,0.201863354,Camilo Parra
6,0.189516129,Ariel Urena
6,0.229411765,Edgar Trejo
6,0.1,Rene Leveret
6,0.125603865,Leonel Lopez
6,0.148535565,Ivan Castro
6,0.220306513,Michael Swinson
6,0.232142857,Tyler Massey
6,0.167530225,Calvin Culver
6,0.167369902,Ronald Bermudez
6,0.307304786,Misael Tavarez
6,0.13800905,Federico Hernandez
6,0.230357143,Welinton Ramirez
6,0.252840909,David Medina
6,0.235159817,Ernesto Manzanillo
6,0.356568365,Miguel Tejada
6,0.177285319,Ramon Jean
6,0.16066482,Juan Aponte
6,0.198561151,Eduardo Urbina
6,0.180656934,Luis Ramirez
6,0.259213759,Joantoni Garcia
6,0.19238477,Wilson Mercedes
6,0.336609337,Luis Grullon
6,0.26459144,Andy Vasquez
6,0.293436293,Everett Williams
6,0.245454545,Cody Rogers
6,0.271028037,Jason Thompson
6,0.274678112,Travis Witherspoon
6,0.283333333,Jeffrey Hunt
6,0.147368421,Antonio Lamas
6,0.188502674,Gerson Montilla
6,0.155555556,Jesus Morelli
6,0.135746606,Luis Piterson
6,0.223905724,Marquise Cooper
6,0.149901381,Gerlis Rodriguez
6,0.125886525,Alejandro Torres
6,0.117764471,Jorge Guerra
6,0.125,Jeffer Patino
6,0.194805195,Victor Soto
6,0.180962343,Jose Toussen
6,0.174061433,Gerwuins Velazco
6,0.131524008,David Pino
6,0.194139194,Wascar Adames
6,0.206327373,Glenn Beltran
6,0.167325428,Gian Arias
6,0.248134328,Jonesy Zarraga
6,0.273542601,Arturo Santana
6,0.11038961,William Moreno
6,0.134727062,Luis Pimentel
6,0.244837758,Jasly Gonzalez
6,0.128174123,Felix Munoz
6,0.137777778,Alexis Aguilar
6,0.210903874,Maurizo Buda
6,0.193732194,Adan Velazquez
6,0.188968335,Carlos Valenzuela
6,0.201954397,Rafael De La Cruz
6,0.141463415,Miguel Brito
6,0.180555556,Claudio Custodio
6,0.160566706,Yonathan Mejia
6,0.188602442,Armando Araiza
6,0.3375,Jose Casilla
6,0.271942446,Noe Berroa
6,0.249042146,Manny Hernandez
6,0.186023622,Chris Garia
6,0.16735823,Jose Javier
6,0.273159145,Yordy Cabrera
6,0.189964158,Kellen Sweeney
6,0.176651306,Wynston Sawyer
6,0.17370892,David Vidal
6,0.30982906,Brad Salgado
6,0.177615572,Seth Conner
6,0.248484848,Edward Suero
6,0.160771704,Fernando Baez
6,0.133903134,Kevin Encarnacion
6,0.170918367,Fernando Flores
6,0.070153061,Wilson Garcia
6,0.095238095,Yojhan Quevedo
6,0.130635838,Argenis Raga
6,0.221686747,Lenny Pena
6,0.234375,Felix Lora
6,0.16194332,Manuel Hilario
6,0.199434229,Vicmal De La Cruz
6,0.187687688,Victor Moscote
6,0.317105263,Larry Greene
6,0.180645161,Jake Lowery
6,0.232044199,Matt Duran
6,0.220930233,Jorge Vega-Rosado
6,0.231132075,Justin Marra
6,0.136538462,Ty Washington
6,0.112359551,Jin-De Jhang
6,0.345351044,Yunior Santana
6,0.151986183,Eliezer Alvarez
6,0.261613692,Denzel Richardson
6,0.210838273,Emerson Jimenez
6,0.190265487,Hengelbert Rojas
6,0.381395349,Luis Acosta
6,0.190942472,Ricardo Marcano
6,0.188365651,Raynay Guerrero
6,0.273458445,Raul Garcia
6,0.144200627,Roberto Vahlis
6,0.158088235,Juan Kelly
6,0.233027523,Henry Garcia
6,0.13667426,Avery Romero
6,0.283221477,Chad Johnson
6,0.182952183,Chuck Taylor
6,0.330128205,Ron Miller
6,0.234939759,Bruce Caldwell
6,0.171029668,Janluis Castro
6,0.203149606,Brauly Mejia
6,0.298342541,Robert Martinez
6,0.186295503,Zack Larson
6,0.219968799,Avain Rachal
6,0.099255583,Sherman Lacrus
6,0.279187817,Junior Carrion
6,0.205457464,Rayder Ascanio
6,0.313034188,Hanleth Otano
6,0.258064516,Gustavo Cabrera
6,0.210348706,Jhonny Rodriguez
6,0.448669202,Euri Minaya
6,0.188387097,Henry Castillo
6,0.219081272,Javier Hernandez
6,0.116178067,Daniel Jimenez
6,0.338297872,Robertico Medina
6,0.270627063,Erick Gabo
6,0.209638554,Ronald Soto
6,0.267578125,Todd McDonald
6,0.318435754,Justin Higley
6,0.256997455,Francis Christy
6,0.278797997,Raul Wallace
6,0.25728988,Oliver Ortiz
6,0.219409283,Alexander Alvarez
6,0.147696477,Anthony Jimenez
6,0.109030837,Franklin Rollin
6,0.130057803,Melvin Novoa
6,0.24881141,Yancarlos Baez
6,0.231040564,Nicol Valderrey
6,0.227900552,Edison Lantigua
6,0.140039448,Raul Siri
6,0.221411192,Maiker Feliz
6,0.396121884,Enmanuel Arias
6,0.154216867,Alexis Wilson
6,0.3825,Matt Morgan
6,0.17562724,Blake Drake
6,0.376623377,Alberto Estrella
6,0.190687361,Orlando Marquez
6,0.191111111,Cristhian Vasquez
6,0.244611059,Julio Garcia
6,0.09009009,Lenin Rodriguez
6,0.260869565,Jose Torrealba
6,0.274406332,Elvis Sabala
6,0.342175066,Victor Figuereo
6,0.167056075,Yoel Romero
6,0.293885602,Brayan Emery
6,0.365269461,Ronny Rafael
6,0.162895928,Juan Evangelista
6,0.256454389,Beicker Mendoza
6,0.123636364,Imeldo Diaz
6,0.299595142,Jaylen Ferguson
6,0.157088123,Brett Siddall
6,0.324324324,Gabriel Clark
6,0.192904656,Ricky Aracena
6,0.174757282,Malvin Matos
6,0.153846154,Beder Gutierrez
6,0.145578231,Edwin Sano
6,0.204582651,Gresuan Silverio
6,0.148594378,Shael Mendoza
6,0.159183673,Albert Guaimaro
6,0.27534418,Johampher Arrendoll
6,0.188405797,Moises Castillo
6,0.185059423,Kelvin Melean
6,0.249169435,Danielito Remy
6,0.321285141,Mariano Calcano
6,0.20260492,David Sanchez
6,0.09009009,Andrison Pena
6,0.203363914,Gregory Guerrero
6,0.221343874,Yonathan Perlaza
6,0.232289951,Osmy Gregorio
6,0.207836457,Daniel Santos
6,0.244036697,Luis Curbelo
6,0.191780822,Shane Carrier
6,0.216748768,Dimas Ojeda
6,0.13877551,Ramon Rodriguez
6,0.29764454,Franklin Reyes
5,0.213381555,Billy Hamilton
5,0.105064655,Wilfredo Tovar
5,0.34375,Jabari Blash
5,0.137014315,Dixon Machado
5,0.108108108,Kolten Wong
5,0.147826087,Erik Gonzalez
5,0.108,Jose Peraza
5,0.142988084,Tim Lopes
5,0.127516779,Jorge Soler
5,0.158798283,Taylor Gushue
5,0.186418109,Nick Ciuffo
5,0.170428016,Nick Gordon
5,0.136243386,Johneshwy Fargas
5,0.264,Ramon Laureano
5,0.232114467,Jakson Reetz
5,0.138655462,Trey Amburgey
5,0.287456446,Nick Plummer
5,0.164456233,Edward Olivares
5,0.122102009,Jhonny Pereda
5,0.185964912,Blake Rutherford
5,0.163380282,Oswald Peraza
5,0.195592287,Luis Vazquez
5,0.253275109,Travis Swaggerty
5,0.1875,Addison Barger
5,0.230392157,Will Wilson
5,0.147492625,CJ Abrams
5,0.207667732,Matthew Lugo
5,0.13229572,Kenedy Corona
5,0.141463415,Brett Wisely
5,0.354037267,Bubba Chandler
5,0.131313131,Justin Sellers
5,0.126353791,Luis Valbuena
5,0.138643068,Jimmy Paredes
5,0.13803681,Neil Walker
5,0.23580786,Pedro Florimon
5,0.2,Tyler Flowers
5,0.139906103,Ivan De Jesus Jr.
5,0.440993789,Kevin Hardin
5,0.172413793,Jeff Dominguez
5,0.131280389,Alfred Joseph
5,0.239828694,K.C. Herren
5,0.238095238,Luis Rivera
5,0.170124481,Chris McConnell
5,0.245,Danny Brezeale
5,0.281632653,Wally Backman II
5,0.251219512,Eddie Prasch
5,0.239361702,Jay Nilsson
5,0.214285714,Sean McCraw
5,0.224358974,Daniel Mayora
5,0.208121827,DJ Lewis
5,0.223684211,Victor Igsema
5,0.297385621,Kieron Pope
5,0.357758621,Michael Durant
5,0.228136882,Paul Chmiel
5,0.07,Dany Farias
5,0.224056604,Maxel Fortuna
5,0.218068536,Anderson Alvarez
5,0.255208333,Starlin Cespedes
5,0.098654709,Wilfredo Moreno
5,0.108433735,Jairo Encarnacion
5,0.324947589,Joel Armstrong
5,0.198412698,Victor Estanislao
5,0.241269841,Angelo Peralta
5,0.15497076,Jose Diaz
5,0.154115587,Jose Cortez
5,0.231046931,Edwin Wilson
5,0.105263158,Pedro Aguilar
5,0.272321429,Kaizer Inojosa
5,0.250922509,Juan Pena
5,0.368020305,Jose Arias
5,0.230414747,Alfredo Soto
5,0.156862745,Geraldi Diaz
5,0.235714286,Eduardo Herrera
5,0.199034982,Sandy Martinez
5,0.351724138,Nic Motley
5,0.339108911,Jepherson Garcia
5,0.444794953,Jorge Sencion
5,0.187951807,Victor Garcia
5,0.299492386,Isaias Leon
5,0.115555556,Axel Aleixo
5,0.230652504,Rehybell Perozo
5,0.315521628,Alexander Santana
5,0.149553571,Marcos Gonzalez
5,0.206959707,Ghordy Santos
5,0.247960848,Jean Carmona
5,0.136034732,Josue Huma
5,0.247685185,Wilbert Garcia
5,0.173010381,Bernnie Alaniz
5,0.212543554,Maicol Sosa
5,0.196116505,Cristhian Longa
5,0.194762684,Jose Rivera
5,0.206823028,Cash Case
5,0.273390036,Agustin Ruiz
5,0.179310345,Tyreque Reed
5,0.180250784,Sam McMillan
5,0.338582677,Jason Pineda
5,0.289552239,Santis Sanchez
5,0.218421053,Marlin Made
5,0.298578199,Julio Enrique
5,0.210526316,Pedro Hurtado
5,0.144167759,Joshwan Wright
5,0.242990654,Rainier Rivas
5,0.250414594,Skeiling Rodriguez
5,0.284351145,Nelson Medina
5,0.143617021,Daniel Vellojin
5,0.229219144,Martin Olivas
5,0.382636656,Yimmi Cortabarria
5,0.29281768,Gary Camarillo
5,0.198135198,Adonis Figuereo
5,0.201072386,Miguel Fabrizio
5,0.297777778,Eliezel Stevens
5,0.217948718,Viandel Pena
5,0.137634409,Ricardo Toro
5,0.155172414,Francisco Palma
5,0.310144928,Yeral Casilla
5,0.110778443,Yoandy Rea
5,0.223367698,Orlando Martinez
5,0.362204724,Kelvin Smith
5,0.229571984,Nick Gatewood
5,0.186379928,Dionys Vallejo
5,0.282539683,Willie Joe Garry Jr.
5,0.211502783,Gionti Turner
5,0.268722467,Joe Gray Jr.
5,0.275449102,LaRon Smith
5,0.18220339,Junior Ortega
5,0.264705882,Felix Negueis
5,0.233273056,Omar Florentino
5,0.248868778,Daury Del Rosario
5,0.370491803,Frank Perez
5,0.232673267,Raymi Gomez
5,0.191318328,Yoander Rivero
5,0.206088993,Erick Tejeda
5,0.316686967,Cristhian Rodriguez
5,0.314814815,Asdrubal Bueno
5,0.235756385,Eduardo Vaughan
5,0.126482213,Lazaro Benitez
5,0.349834983,Willmert Paula
5,0.233576642,Leandro Pineda
5,0.343065693,Densi Meli
5,0.153846154,Samuel Duarte
5,0.1886121,Darel Belen
5,0.243767313,Robert Mendoza
5,0.21875,Adolfo Valdez
5,0.124590164,Nelson Quiroz
5,0.26146789,Nelson Marin
5,0.285714286,Will Bartlett
5,0.243512974,Yordys Valdes
5,0.155913978,Andrick Nava
5,0.296511628,Colin Barber
5,0.426470588,Tre Fletcher
5,0.186770428,Julio Herrera
5,0.085106383,Aaron Antonini
5,0.310954064,Fernando Villalobos
5,0.385281385,Cameron Barstad
5,0.30952381,James Rolle
5,0.342541436,Jamari Baylor
5,0.233883058,Isaiah Greene
5,0.279236277,Ed Howard
5,0.202464789,Dauri Lorenzo
5,0.307377049,Reginald Preciado
5,0.243809524,Ismael Mena
5,0.304511278,Rikelbin De Castro
5,0.184375,Angel Ortiz
5,0.210854093,Jeremy Rivas
5,0.275568182,Victor Mesia
5,0.270689655,Luis Medina
5,0.308270677,Simon Rodriguez
5,0.135802469,Adrian Pinto
5,0.202416918,Aldrin Lucas
5,0.129577465,Miguel Briceno
5,0.233716475,Diego Larez
5,0.341801386,Ewry Espinal
5,0.227272727,Hugo Sanchez
5,0.275526742,Fran Alduey
5,0.182008368,Jhosward Camacho
5,0.165279429,Yamal Encarnacion
5,0.191489362,Nathanael Rodriguez
5,0.338600451,Yeuni Munoz
5,0.124183007,Samuel Escudero
5,0.34375,Andres Centeno
5,0.196610169,Jesus Alvarado
5,0.314705882,Wueslly Lespe
5,0.338491296,Jose Serrano
5,0.170798898,Jorluis Guerra
5,0.334459459,Randel Mondesi
5,0.275409836,Eddy Isturiz
5,0.146341463,Raudelis Martinez
5,0.310344828,Daniel Familia
5,0.233687405,Jaden Rudd
5,0.275700935,Kay-Lan Nicasia
5,0.216,Mario Gomez
5,0.492462312,Juan Rosa
5,0.252319109,Willy Fanas
5,0.239316239,Maikol Munoz
5,0.185840708,Yimmy Diaz
5,0.185800604,Andy Lugo
5,0.215328467,Jose De Jesus
5,0.207336523,Anthuan Valencia
5,0.273637375,Fraymi De Leon
5,0.269784173,Carlos Oviedo
5,0.144112478,Nolan Beltran
5,0.185,Jonathan Linares
5,0.166666667,Eduardo Guerrero
5,0.184293194,Fernando Peguero
5,0.378151261,Maximo Maria
5,0.284688995,Toby Simmons
5,0.332225914,Erbin Jaque
5,0.198931909,Erick Alvarez
5,0.181137725,Julio Henriquez
5,0.283018868,Yidel Diaz
5,0.220472441,Miguel Dominguez
5,0.204968944,Kendry Feliz
5,0.238670695,Jesus Castro
5,0.270833333,Jhonny Perez
5,0.135755258,Ricardo Rodriguez
5,0.337121212,Juan Olmos
5,0.243570348,German Ramirez
